Threshold,Precision,Recall,Specificity
-11.718193267206232,0.008431817412210897,1.0,0.0
-11.687628054235873,0.008431960176766394,1.0,1.7075336384126766e-05
-11.657062841265512,0.008431960176766394,1.0,1.7075336384126766e-05
-11.626497628295153,0.00843210294615645,1.0,3.415067276825353e-05
-11.595932415324793,0.00843210294615645,1.0,3.415067276825353e-05
-11.565367202354434,0.00843210294615645,1.0,3.415067276825353e-05
-11.534801989384075,0.008432245720381313,1.0,5.1226009152380304e-05
-11.504236776413714,0.008432531283336438,1.0,8.537668192063384e-05
-11.473671563443355,0.008432531283336438,1.0,8.537668192063384e-05
-11.443106350472995,0.00843267407206719,1.0,0.00010245201830476061
-11.412541137502636,0.00843281686563373,1.0,0.00011952735468888737
-11.381975924532275,0.008432959664036305,1.0,0.00013660269107301413
-11.351410711561917,0.00843310246727516,1.0,0.00015367802745714092
-11.320845498591558,0.008433245275350538,1.0,0.00017075336384126768
-11.290280285621197,0.008433245275350538,1.0,0.00017075336384126768
-11.259715072650838,0.008433245275350538,1.0,0.00017075336384126768
-11.229149859680478,0.008433245275350538,1.0,0.00017075336384126768
-11.198584646710119,0.008433388088262689,1.0,0.00018782870022539445
-11.168019433739758,0.008433673728598283,1.0,0.00022197937299364798
-11.1374542207694,0.00843395938828391,1.0,0.0002561300457619015
-11.10688900779904,0.0084341022253836,1.0,0.00027320538214602825
-11.07632379482868,0.008434245067321534,1.0,0.00029028071853015504
-11.04575858185832,0.00843438791409796,1.0,0.00030735605491428184
-11.01519336888796,0.008434530765713124,1.0,0.0003244313912984086
-10.984628155917601,0.008434530765713124,1.0,0.0003244313912984086
-10.954062942947242,0.008434673622167271,1.0,0.00034150672768253537
-10.923497729976882,0.008434959349593495,1.0,0.0003756574004507889
-10.892932517006523,0.008435816648033338,1.0,0.0004781094187555495
-10.862367304036162,0.008436388277147213,1.0,0.0005464107642920565
-10.831802091065803,0.008436531196530518,1.0,0.0005634861006761833
-10.801236878095443,0.008436674120756252,1.0,0.0005805614370603101
-10.770671665125084,0.00843695998373598,1.0,0.0006147121098285637
-10.740106452154725,0.00843710292249047,1.0,0.0006317874462126904
-10.709541239184365,0.008437531767815391,1.0,0.0006830134553650707
-10.678976026214006,0.008437674725945003,1.0,0.0007000887917491974
-10.648410813243645,0.00843781768891901,1.0,0.0007171641281333242
-10.617845600273286,0.008438532576463612,1.0,0.0008025408100539581
-10.587280387302926,0.00843939060143368,1.0,0.0009049928283587187
-10.556715174332567,0.008439676648533226,1.0,0.0009391435011269722
-10.526149961362208,0.008440248800908429,1.0,0.0010074448466634793
-10.495584748391847,0.00844139333841851,1.0,0.0011440475377364934
-10.465019535421488,0.008442251945277934,1.0,0.001246499556041254
-10.434454322451128,0.008442395063402726,1.0,0.0012635748924253807
-10.403889109480769,0.008443397026160968,1.0,0.001383102247114268
-10.37332389651041,0.008444542417716583,1.0,0.0015197049381872824
-10.34275868354005,0.008446547600875185,1.0,0.001758759647565057
-10.31219347056969,0.008446977406879707,1.0,0.0018099856567174374
-10.28162825759933,0.008448410409527363,1.0,0.001980739020558705
-10.251063044628971,0.00844912709319489,1.0,0.002066115702479339
-10.220497831658612,0.008450560825372046,1.0,0.0022368690663206064
-10.189932618688252,0.008451851600420895,1.0,0.0023905470937777475
-10.159367405717893,0.008453860256671419,1.0,0.002629601803155522
-10.128802192747532,0.008454577865303974,1.0,0.002714978485076156
-10.098236979777173,0.008456444218033623,1.0,0.002936957858069804
-10.067671766806813,0.008458167736675837,1.0,0.003141861894679325
-10.037106553836454,0.008460179396575156,1.0,0.0033809166040570998
-10.006541340866095,0.008462911037471323,1.0,0.0037053479953555084
-9.975976127895734,0.0084647810715257,1.0,0.003927327368349156
-9.945410914925375,0.008467227748023463,1.0,0.004217608086879311
-9.914845701955015,0.008468235614202149,1.0,0.004337135441568199
-9.884280488984656,0.008470252066537402,1.0,0.0045761901509459735
-9.853715276014295,0.008472269479414768,1.0,0.004815244860323749
-9.823150063043936,0.008474720487381515,1.0,0.005105525578853904
-9.792584850073577,0.00847731721848668,1.0,0.005412881633768185
-9.762019637103217,0.008479771148344912,1.0,0.00570316235229834
-9.731454424132858,0.00848251545759594,1.0,0.006027593743596749
-9.700889211162497,0.008486418322483896,1.0,0.006488627825968172
-9.670323998192139,0.0084897458190559,1.0,0.0068813605628030875
-9.63975878522178,0.00849380020808105,1.0,0.007359469981558637
-9.609193572251419,0.00849611874093662,1.0,0.007632675363704665
-9.57862835928106,0.00849916373690139,1.0,0.007991257427771327
-9.5480631463107,0.008502501237813936,1.0,0.008383990164606243
-9.51749793334034,0.008506277222649244,1.0,0.008827948910593538
-9.486932720369982,0.008509620313728171,1.0,0.009220681647428454
-9.456367507399621,0.008514567090685269,1.0,0.009801243084488764
-9.425802294429262,0.008519519622267081,1.0,0.010381804521549074
-9.395237081458902,0.008524477918521055,1.0,0.010962365958609385
-9.364671868488543,0.00852841950233761,1.0,0.011423400040980808
-9.334106655518184,0.008532657117401138,1.0,0.011918584796120483
-9.303541442547823,0.00853777709201255,1.0,0.01251622156956492
-9.272976229577463,0.008542756668667982,1.0,0.01309678300662523
-9.242411016607104,0.008547742057293901,1.0,0.01367734444368554
-9.211845803636745,0.008554349319774633,1.0,0.014445734580971245
-9.181280590666384,0.008560819638313965,1.0,0.015197049381872822
-9.150715377696025,0.0085680367496516,1.0,0.016033740864695036
-9.120150164725665,0.008574380165289256,1.0,0.016767980329212485
-9.089584951755306,0.008580437292165613,1.0,0.017468069120961684
-9.059019738784947,0.008588428041734932,1.0,0.018390137285704527
-9.028454525814587,0.00859406008939203,1.0,0.019039000068301344
-8.997889312844228,0.008601333379391344,1.0,0.019875691551123557
-8.967324099873867,0.008607874995678777,1.0,0.020627006352025135
-8.936758886903508,0.008616662341032961,1.0,0.021634451198688613
-8.90619367393315,0.008607700167997367,0.9979919678714859,0.022573594699815586
-8.875628460962789,0.00861590735732612,0.9979919678714859,0.02351273820094256
-8.84506324799243,0.00862353165721028,0.9979919678714859,0.024383580356533024
-8.81449803502207,0.008634918428688083,0.9979919678714859,0.02568130592172666
-8.78393282205171,0.008645583272448944,0.9979919678714859,0.02689365480499966
-8.753367609081351,0.008657179187932205,0.9979919678714859,0.02820845570657742
-8.72280239611099,0.008668201479000976,0.9979919678714859,0.029454955262618675
-8.69223718314063,0.00867925187293715,0.9979919678714859,0.030701454818659928
-8.661671970170271,0.008689266919593685,0.9979919678714859,0.0318284270200123
-8.631106757199912,0.008702046819463169,0.9979919678714859,0.03326275527627894
-8.600541544229552,0.00871165644171779,0.9979919678714859,0.03433850146847893
-8.569976331259193,0.008724042900524847,0.9979919678714859,0.0357216037155932
-8.539411118288832,0.008719039499358377,0.9959839357429718,0.037104705962707464
-8.508845905318474,0.008732548108241343,0.9959839357429718,0.03860733556451062
-8.478280692348115,0.008710217755443886,0.9919678714859438,0.040007513148009016
-8.447715479377754,0.008723291541585732,0.9919678714859438,0.04145891674065979
-8.417150266407395,0.008736559139784945,0.9919678714859438,0.042927395669694696
-8.386585053437035,0.008752812771310618,0.9919678714859438,0.044720305990028006
-8.356019840466676,0.008765703740506779,0.9919678714859438,0.046137558909910524
-8.325454627496317,0.008782378353392949,0.9919678714859438,0.04796461990301209
-8.294889414525956,0.00878036617510864,0.9899598393574297,0.04967215354142476
-8.264324201555597,0.008796659767325672,0.9899598393574297,0.05144798852537395
-8.233758988585237,0.00881191127316925,0.9899598393574297,0.053104296154634245
-8.203193775614878,0.008810730466861268,0.9879518072289156,0.054897206474967555
-8.172628562644519,0.008827012092288923,0.9879518072289156,0.05665596612253261
-8.142063349674158,0.008843830888697153,0.9879518072289156,0.05846595177925005
-8.1114981367038,0.008863267879661322,0.9879518072289156,0.060549142818113515
-8.080932923733439,0.008881347365380796,0.9879518072289156,0.06247865582951984
-8.05036771076308,0.008882858435097242,0.9859437751004017,0.06454477153199918
-8.019802497792721,0.008900571014230037,0.9859437751004017,0.06642305853425312
-7.9892372848223605,0.008924352030244647,0.9859437751004017,0.06893313298271976
-7.958672071852001,0.008947771257790576,0.9859437751004017,0.07139198142203401
-7.928106858881641,0.008932975283608265,0.9819277108433735,0.07362885048835462
-7.897541645911282,0.008954895892467998,0.9819277108433735,0.07591694556382761
-7.8669764329409215,0.008975770925110132,0.9819277108433735,0.0780855132846117
-7.836411219970563,0.008996909037385929,0.9819277108433735,0.08027115634177993
-7.805846007000203,0.009020975150810781,0.9819277108433735,0.08274708011747832
-7.775280794029843,0.009044166605015906,0.9819277108433735,0.08512055187487194
-7.744715581059484,0.009068654723489484,0.9819277108433735,0.08761355098695445
-7.714150368089124,0.009094797924377406,0.9819277108433735,0.09026022812649409
-7.683585155118765,0.009102439752294262,0.9799196787148594,0.09288982992964961
-7.653019942148405,0.009123030042437046,0.9799196787148594,0.09495594563212895
-7.622454729178045,0.009151429910923582,0.9799196787148594,0.097790451471894
-7.591889516207686,0.009137227622252721,0.9759036144578314,0.10007854654736699
-7.561324303237326,0.009163068685307038,0.9759036144578314,0.102639847004986
-7.530759090266966,0.009191663199304007,0.9759036144578314,0.10545727750836692
-7.500193877296607,0.009207054312128633,0.9738955823293173,0.10880404343965576
-7.4696286643262475,0.00920017524143317,0.9698795180722891,0.11180930264326207
-7.439063451355888,0.009230240024461092,0.9698795180722891,0.11472918516494775
-7.408498238385528,0.009240974711938495,0.9678714859437751,0.11759784167748105
-7.377933025415168,0.009269052518220803,0.9678714859437751,0.12029574482617307
-7.3473678124448085,0.009293357755711945,0.9678714859437751,0.12261799057441432
-7.31680259947445,0.009304214944774358,0.9658634538152611,0.12546957175056347
-7.28623738650409,0.009317674463748423,0.963855421686747,0.12856020763609044
-7.25567217353373,0.00934797849964945,0.963855421686747,0.1314117888122396
-7.22510696056337,0.009363149458540209,0.9618473895582329,0.13463902738883957
-7.194541747593011,0.009394735809830149,0.9618473895582329,0.13757598524690937
-7.163976534622651,0.00940556069341414,0.9598393574297188,0.14037634041390615
-7.133411321652292,0.009439737741177399,0.9598393574297188,0.14351820230858547
-7.102846108681932,0.009476605868358445,0.9598393574297188,0.14688204357625845
-7.072280895711573,0.009491970628619187,0.9578313253012049,0.15005805614370604
